id,name_clean,country,phone,email,website,description,source,is_duplicate,duplicate_of,created_at
142992,WarpTheme,Армения,,,,,armproduct_am,False,,2026-06-30T06:52:59.698237+00:00
141121,BREWMEN,Россия,+7 (931) 383-0282,,,"Газированные напитки
                                                                    Лимонады
                                                                    Напитки без сахара
                                                                    Пиво
                                                                    Сидр
                                                                    Крафтовое пиво",prodexpo_2026,False,,2026-06-30T06:52:36.992874+00:00
141123,CESKY LEV,Россия,+7 4712270070,,,"Энергетические напитки
                                                                    Квас
                                                                    Лимонады
                                                                    Пиво
                                                                    Сидр
                                                                    Безалкогольные
                                                                    Российский экспортёр
                                                                    Алкогольные напитки
                                                                    Безалкогольные напитки",prodexpo_2026,False,,2026-06-30T06:52:36.992874+00:00
141124,CHEECORN,Россия,+7 (936) 253-5509,,,"Хлопья, мюсли, каши быстрого приготовления, сухие завтраки
                                                                    Сыры
                                                                    Снеки, чипсы, сухарики, воздушная кукуруза, попкорн, сладкая вата
                                                                    Пиво
                                                                    Крафтовое пиво
                                                                    Гастрономия",prodexpo_2026,False,,2026-06-30T06:52:36.992874+00:00
141125,CHELTON,Россия,+7 (495) 775-6535,,,"Зерновой кофе
                                                                    Ароматизированный чай
                                                                    Байховый (листовой) чай
                                                                    Чайные напитки",prodexpo_2026,False,,2026-06-30T06:52:36.992874+00:00
141130,DC BREWERY SOCHI,Россия,+7 (8622) 52-11-69,t.makiev2017@yandex.ru,http://dagomysbeer.ru,"Газированные напитки
                                                                    Напитки без сахара
                                                                    Пиво
                                                                    Безалкогольные
                                                                    Крафтовое пиво",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
141132,DIVINE ECCELLENZE,Россия,+7 (981) 107-4331,,,"Макароны и макаронные изделия
                                                                    Какао и какао-продукты
                                                                    Консервированные фрукты и овощи
                                                                    Оливковое масло
                                                                    Варенье, джемы
                                                                    Вина",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
141126,CHICKODELLI TM (PRIMA KUS LLP),Казахстан,+7 771 771-7747,,,"Колбасы, ветчины
                                                                    Копчености
                                                                    Мясные субпродукты
                                                                    Мясо замороженное
                                                                    Мясо свежее, охлажденное
                                                                    Замороженные полуфабрикаты из птицы",prodexpo_2026,False,,2026-06-30T06:52:36.992874+00:00
141131,DEYA CONFECTIONARY FACTORY,Узбекистан,,info@deya.uz,,"Кондитерские изделия
                                                                    Вафли, печенье, пряники, крекеры
                                                                    Шоколад и шоколадные изделия, батончики
                                                                    Продукция халяль",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
141141,GOODNESS TM (CANDY HOUSE LLC),Узбекистан,,,,"Вафли, печенье, пряники, крекеры
                                                                    Шоколад и шоколадные изделия, батончики
                                                                    Шоколадные и арахисовые пасты
                                                                    Какао и какао-продукты
                                                                    Карамель, ирис, леденцы",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
142993,Vodka,Армения,,,,,exportarmenia_am,False,,2026-06-30T06:52:59.698237+00:00
141137,FITPARAD,Россия,+7 8314469056,,,"Сахар и сахарозаменители
                                                                    Веган-продукты
                                                                    Замороженные готовые блюда",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
141139,FOUR SEASONS,Россия,+7 (999) 424-0005,,,"Растительные масла
                                                                    Российский экспортёр
                                                                    Жиры и масла",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
141143,GRANDIS,Россия,+7 (927) 975-2645,,,"Макароны и макаронные изделия
                                                                    Российский экспортёр",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
141144,GUSLY,Россия,+7 (495) 134-3432,,,"Соль
                                                                    Пряности, специи, приправы, дрожжи
                                                                    Специи, приправы, пряности",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
141145,ICE APPLE,Россия,+7 (980) 243-7369,,,"Безглютеновые продукты
                                                                    Веган-продукты
                                                                    Диетическое питание
                                                                    «Продэкспо Органик» — органические продукты и напитки
                                                                    Соусы, маринады
                                                                    Веганские и постные блюда",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
141146,IMPORTDRINKS,Россия,8 800 101-2303,,,"Газированные напитки
                                                                    Соки, нектары, смузи
                                                                    Тонизирующие напитки
                                                                    Энергетические напитки
                                                                    Лимонады
                                                                    Минеральная и лечебная вода
                                                                    Напитки без сахара
                                                                    Питьевая вода",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
141147,INDIAN CUP,Россия,+7 (965) 444-0845,office@indiancup.ru,http://www.indiancup.ru,"Пряности, специи, приправы, дрожжи
                                                                    Байховый (листовой) чай
                                                                    Чайные напитки",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
141148,INTEGRITA,Россия, 1263525132,info@importlogistik.ru,http://www.integrita.ru,"Макароны и макаронные изделия
                                                                    Консервы овощные
                                                                    Консервированные фрукты и овощи
                                                                    Мясные деликатесы
                                                                    Мясо замороженное
                                                                    Гастрономия",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
141149,ISSINDI,Россия,+7 (985) 341-2118,,,"Газированные напитки
                                                                    Соки, нектары, смузи
                                                                    Энергетические напитки
                                                                    Лимонады
                                                                    Минеральная и лечебная вода
                                                                    Напитки без сахара",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
141150,JAWS BREWERY,Россия,+7 (903) 148-1491,info@jawsdealer.ru,http://jawsbeer.ru,"Пиво
                                                                    Крафтовое пиво",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
141134,EURO PACK,Узбекистан,,nuritdinov@europack.uz,,"Укупорочные средства
                                                                    Стеклотара и бутилирование
                                                                    Тара для транспортировки и хранения",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
141135,FastFit,Россия,,mitbusiness15@gmail.com,,"Десерты (муссы, суфле, крем)
                                                                    Спортивное питание
                                                                    Функциональное питание",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
141138,FOOD TECHNOLOGY,Казахстан,+7 499 350 18 19,,,"Снеки, чипсы, сухарики, воздушная кукуруза, попкорн, сладкая вата",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
141140,GEORGIA GLOBAL GOURMET LLC,Грузия,,abdukakhor.kosimov@mail.ru,,"Орехи, семечки, сухофрукты",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
141151,JOIA fine wines &amp; spirits,Россия,,,,"Лимонады
                                                                    Питьевая вода
                                                                    Вина
                                                                    Водка
                                                                    Джин
                                                                    Коньяк",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
141152,JOY-CO,Россия,,,,"Вафли, печенье, пряники, крекеры
                                                                    Мороженое, замороженные десерты
                                                                    Производство продукции под СТМ
                                                                    Ингредиенты для пищевой промышленности",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
141155,LALANAAR TM (BRIGHTLY MEGA WATER LLC),Узбекистан,,,,"Газированные напитки
                                                                    Соки, нектары, смузи
                                                                    Лимонады",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
141161,MAXIMUS,Казахстан,,,,,prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141224,"АВРОРА, ООО",Азербайджан,,,,"Вафли, печенье, пряники, крекеры
                                                                    Хлебопекарная продукция
                                                                    Газированные напитки",prodexpo_2026,False,,2026-06-30T06:52:38.478881+00:00
141156,LAPOCHKA,Россия,8 800 444-7898,,,"Газированные напитки
                                                                    Лимонады
                                                                    Минеральная и лечебная вода
                                                                    Напитки без сахара
                                                                    Производство продукции под СТМ",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
141157,LINDO CONFECTIONERY,Узбекистан,+7 (964) 648-7999,,,"Вафли, печенье, пряники, крекеры
                                                                    Шоколад и шоколадные изделия, батончики
                                                                    Шоколадные и арахисовые пасты",prodexpo_2026,False,,2026-06-30T06:52:37.400759+00:00
141158,LOVE SIBERIA,Россия,+7 (964) 648-7999,,,Байховый (листовой) чай,prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141159,MAJOR AGRO,Россия,+7 (495) 025-0203,,,"Хлеб, лаваш, лепешки
                                                                    Сыры
                                                                    Молоко цельное, пастеризованное
                                                                    Мясо свежее, охлажденное
                                                                    Пиво
                                                                    Вина",prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141162,MAYUMI ТМ,Россия,+7 (913) 141-5782,,,"Макароны и макаронные изделия
                                                                    Продукты из сои
                                                                    Газированные напитки
                                                                    Соусы, маринады
                                                                    Ингредиенты для пищевой промышленности",prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141163,MEVA,Россия,8 800 444-9294,,,"Зефир, пастила, суфле, мармелад
                                                                    Кондитерские полуфабрикаты
                                                                    Орехи, семечки, сухофрукты",prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141164,MIKALE,Россия,8 800 550-7722,corp@mikale.ru,http://mikale.ru,"Зерновой кофе
                                                                    Какао, горячий шоколад
                                                                    Ароматизированный чай
                                                                    Байховый (листовой) чай
                                                                    Оборудование для кафе, баров, ресторанов, предприятий фастфуда
                                                                    Ингредиенты для пищевой промышленности",prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141160,MARMECO TM (AURUM-OPT TRADING HOUSE LLC),Россия,,ms7908969@gmail.com,,"Кондитерские изделия
                                                                    Зефир, пастила, суфле, мармелад
                                                                    Веган-продукты
                                                                    Диетическое питание
                                                                    Продукция халяль
                                                                    «Продэкспо Органик» — органические продукты и напитки",prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141173,MUSA TM (MUSA SERVIS LLC),Узбекистан,,,,"Продукция халяль
                                                                    Мороженое, замороженные десерты
                                                                    Блинчики, вареники
                                                                    Пельмени, котлеты
                                                                    Замороженные полуфабрикаты из мяса
                                                                    Замороженные полуфабрикаты из птицы",prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141175,NOV TM (CHYOTKA LLC),Узбекистан,,,,"Газированные напитки
                                                                    Лимонады
                                                                    Минеральная и лечебная вода",prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141176,NUSI TM (IFOR PERFUMES LLC),Узбекистан,,,,"Вафли, печенье, пряники, крекеры
                                                                    Шоколад и шоколадные изделия, батончики
                                                                    Какао и какао-продукты
                                                                    Сушки, сухари, баранки, соломка, хлебцы",prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141179,OZON БАНК,Россия,,,,"Национальная кухня
                                                                    Охлажденные продукты
                                                                    Мороженое, замороженные десерты
                                                                    Гастрономия
                                                                    Детское питание
                                                                    Ингредиенты для пищевой промышленности",prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141168,MonoMeat,Россия,+7 (499) 553-0983,sales@monmeat.ru,http://www.monmeat.ru,"Мясные деликатесы
                                                                    Диетическое питание
                                                                    Деликатесы, продукты для ресторанов",prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141170,MOZARETTI GROUP,Россия,+7 (962) 374-9963,,,"Сыры
                                                                    Российский экспортёр
                                                                    Молочная продукция, мороженое, сыры",prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141171,MULTICHIPS TM (LANINA A.V. IE),Россия,+998 990100074,,,"Снеки, чипсы, сухарики, воздушная кукуруза, попкорн, сладкая вата
                                                                    Российский экспортёр",prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141177,NUTVILL TM,Россия,8 800 250-5277,,,"Орехи, семечки, сухофрукты
                                                                    Безглютеновые продукты
                                                                    Безлактозные продукты
                                                                    Веган-продукты
                                                                    Диетическое питание
                                                                    Функциональное питание",prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141166,MIRAY ТМ (MOS PEKAR ООО),Узбекистан,,miray_uzbekistan@outlook.com,,"Вафли, печенье, пряники, крекеры
                                                                    Шоколад и шоколадные изделия, батончики
                                                                    Новогодняя и подарочная упаковка
                                                                    Пироги, сдоба, кексы, рулеты",prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141169,MORS TRADING LTD,Азербайджан,,nathan.kynaston@kemppi.com,,"Компоты
                                                                    Консервы овощные
                                                                    Консервированные фрукты и овощи
                                                                    Соки, нектары, смузи
                                                                    Оливковое масло
                                                                    Варенье, джемы",prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141172,MURAD’SS,Узбекистан,,info@muradss.uz,,"Вафли, печенье, пряники, крекеры
                                                                    Шоколад и шоколадные изделия, батончики
                                                                    Снеки, чипсы, сухарики, воздушная кукуруза, попкорн, сладкая вата",prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141174,NEHIR TM (JV POLAT A. S. LLC),Узбекистан,,nehir.chocolate@gmail.com,,"Шоколад и шоколадные изделия, батончики
                                                                    Шоколадные и арахисовые пасты
                                                                    Какао и какао-продукты
                                                                    Карамель, ирис, леденцы
                                                                    Новогодняя и подарочная упаковка",prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141178,OLIVEA,Азербайджан,8169-1800650,olivia@ykjuyi.com,,Оливковое масло,prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141182,PURE PACK,Казахстан,,,,"Молоко цельное, пастеризованное
                                                                    Соки, нектары, смузи
                                                                    Морсы, кисели, компоты
                                                                    Водка",prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141186,REAL TRADE ASTANA,Казахстан,,,,"Варенье, джемы
                                                                    Чай в гранулированной форме
                                                                    Чайные напитки",prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141191,SHRIVAN WINES,Азербайджан,,,,"Шампанское, игристые вина
                                                                    Вермут и вина на травах
                                                                    Вина",prodexpo_2026,False,,2026-06-30T06:52:38.12412+00:00
141282,"АЛМАТИНСКИЙ ПРОДУКТ, ТОО",Казахстан,,,,"Халва, чак-чак, козинаки, щербеты, рахат-лукум, восточные сладости",prodexpo_2026,False,,2026-06-30T06:52:39.235067+00:00
142994,Brandy,Армения,,,,,exportarmenia_am,False,,2026-06-30T06:52:59.698237+00:00
141184,RAVITO,Россия,8 800 600-4590,,,"Кондитерские изделия
                                                                    Хлебопекарная продукция
                                                                    Орехи, семечки, сухофрукты
                                                                    Безглютеновые продукты
                                                                    Функциональное питание
                                                                    Ингредиенты для пищевой промышленности",prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141188,RUSSHORECA,Россия,+7 (904) 213-5322,89042135322@russhoreca.ru,http://russhoreca.ru,"Сыры
                                                                    Колбасы, ветчины
                                                                    Копчености
                                                                    Мясные деликатесы
                                                                    Морепродукты
                                                                    Деликатесы, продукты для ресторанов",prodexpo_2026,False,,2026-06-30T06:52:38.12412+00:00
141189,SCANDALIST,Россия,+7 (921) 515-1501,pr@thescandalist.ru,http://www.thescandalist.ru,"Газированные напитки
                                                                    Тонизирующие напитки
                                                                    Энергетические напитки
                                                                    Спортивное питание
                                                                    Функциональное питание",prodexpo_2026,False,,2026-06-30T06:52:38.12412+00:00
141190,SCANDIC,Россия,+7 (812) 629-0758,kd@energongroup.ru,https://scandicmints.com,"Кондитерские изделия
                                                                    Диабетические продукты
                                                                    Карамель, ирис, леденцы
                                                                    Диетическое питание",prodexpo_2026,False,,2026-06-30T06:52:38.12412+00:00
141192,SIMPATEA,Россия,+7 (981) 184-0636,,,"Консервированные овощи, фрукты и ягоды
                                                                    Концентраты
                                                                    Продукция халяль
                                                                    «Продэкспо Органик» — органические продукты и напитки
                                                                    Байховый (листовой) чай
                                                                    Чайные напитки",prodexpo_2026,False,,2026-06-30T06:52:38.12412+00:00
141193,SIMPLEMIX,Россия,+7 3433821150,,,"Соусы, маринады
                                                                    Вторые блюда
                                                                    Наборы для приготовления
                                                                    Пироги, пирожки, сырники, блинчики, тесто
                                                                    Супы
                                                                    Ингредиенты для пищевой промышленности",prodexpo_2026,False,,2026-06-30T06:52:38.12412+00:00
141183,RAINBOW FISCH BREWERY TM (START-L+),Россия,,start-l2016@yandex.ru,,"Квас
                                                                    Лимонады
                                                                    Медовуха
                                                                    Пиво
                                                                    Сидр
                                                                    Крафтовое пиво",prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141185,RB BRANDS,Казахстан,+7 (727) 225 50 51,,,,prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141187,ROZMETOV Z. M.,Узбекистан,,info@rozmetov.uz,,"Растительное мясо, колбасы, сосиски
                                                                    Колбасы, ветчины
                                                                    Копчености
                                                                    Мясные деликатесы
                                                                    Мясные субпродукты
                                                                    Мясо дегидрированное, в вакуумной упаковке",prodexpo_2026,False,,2026-06-30T06:52:37.757831+00:00
141195,SLADUS TM (SLADUS PRODUCE LLC),Узбекистан,,,,"Вафли, печенье, пряники, крекеры
                                                                    Шоколад и шоколадные изделия, батончики
                                                                    Шоколадные и арахисовые пасты
                                                                    Зефир, пастила, суфле, мармелад
                                                                    Какао и какао-продукты
                                                                    Карамель, ирис, леденцы",prodexpo_2026,False,,2026-06-30T06:52:38.12412+00:00
141198,SOZO LLP,Казахстан,,,,"Кондитерские изделия
                                                                    Хлебопекарная продукция",prodexpo_2026,False,,2026-06-30T06:52:38.12412+00:00
141199,STYX TM (ASIA KANDI LLC),Узбекистан,,,,"Жевательная резинка
                                                                    Карамель, ирис, леденцы",prodexpo_2026,False,,2026-06-30T06:52:38.12412+00:00
141207,VIRTEX-FOOD,Россия,,,,"Концентраты
                                                                    Лимонады
                                                                    Снеки, чипсы, сухарики, воздушная кукуруза, попкорн, сладкая вата
                                                                    Соусы, маринады
                                                                    Наборы для приготовления
                                                                    Супы",prodexpo_2026,False,,2026-06-30T06:52:38.12412+00:00
142653,BRZESC SIPA SP.K.КОНДИТЕРСКИЕ И ХЛЕБОБУЛОЧНЫЕ ИЗДЕЛИЯПольша11-360,Казахстан,,,,,foodexpo_kz_2025,False,,2026-06-30T06:52:55.811074+00:00
142995,Wine,Армения,,,,,exportarmenia_am,False,,2026-06-30T06:52:59.698237+00:00
141200,TAMAKI,Россия,+7 (495) 949-4435,hello@tamaki.ru,http://tamaki.ru,"Крупы
                                                                    Продукция халяль
                                                                    Соусы, маринады",prodexpo_2026,False,,2026-06-30T06:52:38.12412+00:00
141202,TRADE BEER,Россия,8 800 390-9905,main@tradebeer.ru,https://tradebeer.ru,"Шоколад и шоколадные изделия, батончики
                                                                    Соки, нектары, смузи
                                                                    Энергетические напитки
                                                                    Лимонады
                                                                    Снеки, чипсы, сухарики, воздушная кукуруза, попкорн, сладкая вата
                                                                    Пиво",prodexpo_2026,False,,2026-06-30T06:52:38.12412+00:00
141203,ULKER,Россия,+7 (495) 941-8408,,,"Вафли, печенье, пряники, крекеры
                                                                    Торты, пирожные
                                                                    Шоколад и шоколадные изделия, батончики
                                                                    Шоколадные и арахисовые пасты
                                                                    Жевательная резинка
                                                                    Зефир, пастила, суфле, мармелад",prodexpo_2026,False,,2026-06-30T06:52:38.12412+00:00
141204,VAST,Россия,+7 (495) 108-8777,,,"Энергетические напитки
                                                                    Коктейли
                                                                    Лимонады
                                                                    Снеки, чипсы, сухарики, воздушная кукуруза, попкорн, сладкая вата",prodexpo_2026,False,,2026-06-30T06:52:38.12412+00:00
141205,VEGA NATURA TM (TSARITSA TH),Россия,8 800 201-4964,,,"Растительные молочные продукты
                                                                    Безлактозные продукты
                                                                    Веган-продукты
                                                                    Диетическое питание
                                                                    Веганские и постные блюда",prodexpo_2026,False,,2026-06-30T06:52:38.12412+00:00
